[2026-07-14T19:45:15.627Z] [INFO] AI workers disabled (default) - all workers run local-only. Enable with `daemon start --headless`, daemon.aiWorkers.enabled=true, or RUFLO_DAEMON_AI_WORKERS=1 (#2661)
[2026-07-14T19:45:15.630Z] [INFO] Scheduled map (interval: 900s, first run in 0s)
[2026-07-14T19:45:15.631Z] [INFO] Scheduled audit (interval: 600s, first run in 120s)
[2026-07-14T19:45:15.632Z] [INFO] Scheduled optimize (interval: 900s, first run in 240s)
[2026-07-14T19:45:15.633Z] [INFO] Scheduled consolidate (interval: 1800s, first run in 360s)
[2026-07-14T19:45:15.634Z] [INFO] Scheduled testgaps (interval: 1200s, first run in 480s)
[2026-07-14T19:45:15.635Z] [INFO] Scheduled backup (interval: 86400s, first run in 600s)
[2026-07-14T19:45:15.636Z] [INFO] Scheduled harness (interval: 21600s, first run in 720s)
[2026-07-14T19:45:15.637Z] [INFO] Lifecycle monitor active (workspace-removal, ttl=43200s)
[2026-07-15T11:48:37.869Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T11:48:37.870Z] [INFO] Worker map completed in 4ms
[2026-07-15T11:50:37.955Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T11:50:37.957Z] [INFO] Worker audit completed in 7ms
[2026-07-15T11:52:37.772Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T11:52:37.774Z] [INFO] Worker optimize completed in 6ms
[2026-07-15T11:54:37.626Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-15T11:54:37.658Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T11:54:37.662Z] [INFO] Worker consolidate completed in 44ms
[2026-07-15T11:56:37.673Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T11:56:37.676Z] [INFO] Worker testgaps completed in 7ms
[2026-07-15T12:00:37.974Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T12:00:37.976Z] [INFO] Worker audit completed in 4ms
[2026-07-15T12:03:37.880Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T12:03:37.883Z] [INFO] Worker map completed in 5ms
[2026-07-15T12:07:37.794Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T12:07:37.796Z] [INFO] Worker optimize completed in 5ms
[2026-07-15T12:10:37.995Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T12:10:37.997Z] [INFO] Worker audit completed in 5ms
[2026-07-15T12:16:37.700Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T12:16:37.704Z] [INFO] Worker testgaps completed in 6ms
[2026-07-15T12:18:37.906Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T12:18:37.910Z] [INFO] Worker map completed in 7ms
[2026-07-15T12:20:38.011Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T12:20:38.012Z] [INFO] Worker audit completed in 3ms
[2026-07-15T12:22:37.814Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T12:22:37.815Z] [INFO] Worker optimize completed in 5ms
[2026-07-15T12:24:37.691Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-15T12:24:37.697Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T12:24:37.700Z] [INFO] Worker consolidate completed in 11ms
[2026-07-15T12:30:38.029Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T12:30:38.033Z] [INFO] Worker audit completed in 7ms
[2026-07-15T12:33:37.925Z] [INFO] Worker map deferred: Memory too low: 9.1% free
[2026-07-15T12:36:37.713Z] [INFO] Worker testgaps deferred: Memory too low: 7.3% free
[2026-07-15T12:37:37.818Z] [INFO] Worker optimize deferred: Memory too low: 6.0% free
[2026-07-15T12:40:38.050Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T12:40:38.058Z] [INFO] Worker audit completed in 15ms
[2026-07-15T12:40:38.066Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T12:40:38.070Z] [INFO] Worker map completed in 7ms
[2026-07-15T12:40:38.076Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T12:40:38.081Z] [INFO] Starting worker: optimize (2/2 concurrent)
[2026-07-15T12:40:38.083Z] [INFO] Worker testgaps completed in 10ms
[2026-07-15T12:40:38.086Z] [INFO] Worker optimize completed in 8ms
[2026-07-15T12:48:37.937Z] [INFO] Worker map deferred: Memory too low: 4.2% free
[2026-07-15T12:50:38.070Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-15T12:52:37.833Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T12:52:37.837Z] [INFO] Worker optimize completed in 13ms
[2026-07-15T12:52:37.841Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T12:52:37.844Z] [INFO] Worker map completed in 5ms
[2026-07-15T12:52:37.848Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T12:52:37.850Z] [INFO] Worker audit completed in 4ms
[2026-07-15T12:54:37.705Z] [INFO] Worker consolidate deferred: Memory too low: 9.5% free
[2026-07-15T12:56:37.756Z] [INFO] Worker testgaps deferred: Memory too low: 8.3% free
[2026-07-15T13:00:38.346Z] [INFO] Worker audit deferred: Memory too low: 7.8% free
[2026-07-15T13:03:37.956Z] [INFO] Worker map deferred: Memory too low: 8.6% free
[2026-07-15T13:07:37.855Z] [INFO] Worker optimize deferred: Memory too low: 7.5% free
[2026-07-15T13:10:38.427Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T13:10:38.432Z] [INFO] Worker audit completed in 23ms
[2026-07-15T13:10:38.440Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-15T13:10:38.449Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T13:10:38.451Z] [INFO] Worker consolidate completed in 15ms
[2026-07-15T13:10:38.459Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T13:10:38.465Z] [INFO] Starting worker: audit (2/2 concurrent)
[2026-07-15T13:10:38.467Z] [INFO] Worker testgaps completed in 11ms
[2026-07-15T13:10:38.472Z] [INFO] Worker audit completed in 9ms
[2026-07-15T13:10:38.477Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T13:10:38.483Z] [INFO] Starting worker: optimize (2/2 concurrent)
[2026-07-15T13:10:38.488Z] [INFO] Worker map completed in 14ms
[2026-07-15T13:10:38.492Z] [INFO] Worker optimize completed in 12ms
[2026-07-15T13:16:37.771Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T13:16:37.774Z] [INFO] Worker testgaps completed in 5ms
[2026-07-15T13:18:37.979Z] [INFO] Worker map deferred: Memory too low: 5.3% free
[2026-07-15T13:20:38.454Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T13:20:38.456Z] [INFO] Worker audit completed in 6ms
[2026-07-15T13:20:38.462Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T13:20:38.465Z] [INFO] Worker map completed in 5ms
[2026-07-15T13:22:37.863Z] [INFO] Worker optimize deferred: Memory too low: 5.6% free
[2026-07-15T13:24:37.719Z] [INFO] Worker consolidate deferred: Memory too low: 6.8% free
[2026-07-15T13:30:38.465Z] [INFO] Worker audit deferred: Memory too low: 8.2% free
[2026-07-15T13:33:37.987Z] [INFO] Worker map deferred: Memory too low: 7.8% free
[2026-07-15T13:36:37.783Z] [INFO] Worker testgaps deferred: Memory too low: 6.8% free
[2026-07-15T13:37:37.881Z] [INFO] Worker optimize deferred: Memory too low: 6.7% free
[2026-07-15T13:40:38.490Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T13:40:38.494Z] [INFO] Worker audit completed in 14ms
[2026-07-15T13:40:38.500Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T13:40:38.505Z] [INFO] Worker optimize completed in 7ms
[2026-07-15T13:40:38.511Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-15T13:40:38.516Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T13:40:38.521Z] [INFO] Starting worker: audit (2/2 concurrent)
[2026-07-15T13:40:38.523Z] [INFO] Worker consolidate completed in 15ms
[2026-07-15T13:40:38.527Z] [INFO] Worker audit completed in 9ms
[2026-07-15T13:40:38.532Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T13:40:38.536Z] [INFO] Starting worker: testgaps (2/2 concurrent)
[2026-07-15T13:40:38.541Z] [INFO] Starting worker: optimize (3/2 concurrent)
[2026-07-15T13:40:38.543Z] [INFO] Worker map completed in 13ms
[2026-07-15T13:40:38.545Z] [INFO] Worker testgaps completed in 11ms
[2026-07-15T13:40:38.548Z] [INFO] Worker optimize completed in 9ms
[2026-07-15T13:48:38.020Z] [INFO] Worker map deferred: Memory too low: 9.2% free
[2026-07-15T13:50:38.528Z] [INFO] Worker audit deferred: Memory too low: 6.5% free
[2026-07-15T13:52:37.894Z] [INFO] Worker optimize deferred: Memory too low: 5.1% free
[2026-07-15T13:54:37.728Z] [INFO] Worker consolidate deferred: Memory too low: 6.4% free
[2026-07-15T13:56:37.790Z] [INFO] Worker testgaps deferred: Memory too low: 9.6% free
[2026-07-15T14:00:37.449Z] [INFO] Worker harness deferred: Memory too low: 5.4% free
[2026-07-15T14:00:38.574Z] [INFO] Worker audit deferred: Memory too low: 5.8% free
[2026-07-15T14:03:38.041Z] [INFO] Worker map deferred: Memory too low: 10.0% free
[2026-07-15T14:07:37.911Z] [INFO] Worker optimize deferred: Memory too low: 9.4% free
[2026-07-15T14:10:38.603Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T14:10:38.607Z] [INFO] Worker audit completed in 13ms
[2026-07-15T14:10:38.612Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T14:10:38.614Z] [INFO] Worker map completed in 4ms
[2026-07-15T14:10:38.618Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T14:10:38.620Z] [INFO] Starting worker: optimize (2/2 concurrent)
[2026-07-15T14:10:38.624Z] [INFO] Worker audit completed in 8ms
[2026-07-15T14:10:38.627Z] [INFO] Worker optimize completed in 8ms
[2026-07-15T14:10:38.631Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-15T14:10:38.635Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T14:10:38.639Z] [INFO] Starting worker: testgaps (2/2 concurrent)
[2026-07-15T14:10:38.643Z] [INFO] Starting worker: harness (3/2 concurrent)
[2026-07-15T14:10:38.649Z] [INFO] Starting worker: audit (4/2 concurrent)
[2026-07-15T14:10:38.650Z] [INFO] Worker consolidate completed in 20ms
[2026-07-15T14:10:38.655Z] [INFO] Worker testgaps completed in 18ms
[2026-07-15T14:10:38.657Z] [INFO] Worker audit completed in 10ms
[2026-07-15T14:10:38.676Z] [INFO] Starting worker: map (2/2 concurrent)
[2026-07-15T14:10:38.694Z] [INFO] Starting worker: optimize (3/2 concurrent)
[2026-07-15T14:10:38.696Z] [INFO] Worker harness completed in 55ms
[2026-07-15T14:10:38.698Z] [INFO] Worker map completed in 24ms
[2026-07-15T14:10:38.700Z] [INFO] Worker optimize completed in 8ms
[2026-07-15T14:16:37.819Z] [INFO] Worker testgaps deferred: Memory too low: 6.5% free
[2026-07-15T14:18:38.057Z] [INFO] Worker map deferred: Memory too low: 5.5% free
[2026-07-15T14:20:38.628Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T14:20:38.631Z] [INFO] Worker audit completed in 13ms
[2026-07-15T14:20:38.637Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T14:20:38.639Z] [INFO] Worker testgaps completed in 4ms
[2026-07-15T14:20:38.644Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T14:20:38.646Z] [INFO] Worker map completed in 4ms
[2026-07-15T14:22:37.927Z] [INFO] Worker optimize deferred: Memory too low: 6.4% free
[2026-07-15T14:24:37.755Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-15T14:24:37.762Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T14:24:37.764Z] [INFO] Worker consolidate completed in 12ms
[2026-07-15T14:24:37.769Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T14:24:37.773Z] [INFO] Worker optimize completed in 6ms
[2026-07-15T14:30:38.660Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T14:30:38.666Z] [INFO] Worker audit completed in 13ms
[2026-07-15T14:33:38.067Z] [INFO] Worker map deferred: Memory too low: 10.0% free
[2026-07-15T14:36:37.841Z] [INFO] Worker testgaps deferred: Memory too low: 7.4% free
[2026-07-15T14:37:37.968Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T14:37:37.984Z] [INFO] Worker optimize completed in 41ms
[2026-07-15T14:37:37.996Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T14:37:38.000Z] [INFO] Worker map completed in 9ms
[2026-07-15T14:37:38.022Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T14:37:38.033Z] [INFO] Worker testgaps completed in 16ms
[2026-07-15T14:40:38.679Z] [INFO] Worker audit deferred: Memory too low: 4.5% free
[2026-07-15T14:48:38.132Z] [INFO] Worker map deferred: Memory too low: 4.8% free
[2026-07-15T14:50:38.712Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T14:50:38.716Z] [INFO] Worker audit completed in 16ms
[2026-07-15T14:50:38.721Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T14:50:38.722Z] [INFO] Worker audit completed in 3ms
[2026-07-15T14:50:38.727Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T14:50:38.730Z] [INFO] Worker map completed in 5ms
[2026-07-15T14:52:37.998Z] [INFO] Worker optimize deferred: Memory too low: 6.1% free
[2026-07-15T14:54:37.779Z] [INFO] Worker consolidate deferred: Memory too low: 6.2% free
[2026-07-15T14:56:37.881Z] [INFO] Worker testgaps deferred: Memory too low: 5.4% free
[2026-07-15T15:00:38.768Z] [INFO] Worker audit deferred: Memory too low: 7.4% free
[2026-07-15T15:03:38.198Z] [INFO] Worker map deferred: Memory too low: 6.7% free
[2026-07-15T15:07:38.015Z] [INFO] Worker optimize deferred: Memory too low: 7.1% free
[2026-07-15T15:10:38.788Z] [INFO] Worker audit deferred: Memory too low: 8.6% free
[2026-07-15T15:16:37.938Z] [INFO] Worker testgaps deferred: Memory too low: 9.3% free
[2026-07-15T15:18:38.240Z] [INFO] Worker map deferred: Memory too low: 9.8% free
[2026-07-15T15:20:38.818Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T15:20:38.821Z] [INFO] Worker audit completed in 15ms
[2026-07-15T15:20:38.825Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T15:20:38.828Z] [INFO] Worker optimize completed in 5ms
[2026-07-15T15:20:38.831Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-15T15:20:38.835Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T15:20:38.838Z] [INFO] Starting worker: testgaps (2/2 concurrent)
[2026-07-15T15:20:38.839Z] [INFO] Worker consolidate completed in 9ms
[2026-07-15T15:20:38.841Z] [INFO] Worker testgaps completed in 5ms
[2026-07-15T15:20:38.845Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T15:20:38.848Z] [INFO] Starting worker: map (2/2 concurrent)
[2026-07-15T15:20:38.851Z] [INFO] Starting worker: optimize (3/2 concurrent)
[2026-07-15T15:20:38.854Z] [INFO] Starting worker: audit (3/2 concurrent)
[2026-07-15T15:20:38.855Z] [INFO] Worker audit completed in 12ms
[2026-07-15T15:20:38.858Z] [INFO] Worker map completed in 11ms
[2026-07-15T15:20:38.860Z] [INFO] Worker optimize completed in 10ms
[2026-07-15T15:20:38.862Z] [INFO] Worker audit completed in 10ms
[2026-07-15T15:20:38.865Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T15:20:38.868Z] [INFO] Starting worker: map (2/2 concurrent)
[2026-07-15T15:20:38.869Z] [INFO] Worker testgaps completed in 5ms
[2026-07-15T15:20:38.870Z] [INFO] Worker map completed in 4ms
[2026-07-15T15:22:38.036Z] [INFO] Worker optimize deferred: Memory too low: 9.7% free
[2026-07-15T15:24:37.815Z] [INFO] Worker consolidate deferred: Memory too low: 9.7% free
[2026-07-15T15:51:53.612Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T15:51:53.764Z] [INFO] Worker audit completed in 164ms
[2026-07-15T15:51:53.908Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T15:51:54.002Z] [INFO] Worker optimize completed in 97ms
[2026-07-15T15:51:54.070Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-15T15:51:54.076Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T15:51:54.080Z] [INFO] Worker consolidate completed in 13ms
[2026-07-15T15:51:54.202Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T15:51:54.330Z] [INFO] Worker map completed in 131ms
[2026-07-15T15:51:54.395Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T15:51:54.447Z] [INFO] Worker optimize completed in 85ms
[2026-07-15T15:51:54.540Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T15:51:54.543Z] [INFO] Worker testgaps completed in 44ms
[2026-07-16T06:44:58.863Z] [INFO] Daemon self-shutdown: max age 43200s reached
[2026-07-16T06:44:59.004Z] [INFO] Stopped worker: map
[2026-07-16T06:44:59.008Z] [INFO] Stopped worker: audit
[2026-07-16T06:44:59.010Z] [INFO] Stopped worker: optimize
[2026-07-16T06:44:59.011Z] [INFO] Stopped worker: consolidate
[2026-07-16T06:44:59.011Z] [INFO] Stopped worker: testgaps
[2026-07-16T06:44:59.012Z] [INFO] Stopped worker: backup
[2026-07-16T06:44:59.593Z] [INFO] Stopped worker: harness
[2026-07-16T06:44:59.601Z] [INFO] Daemon stopped
[2026-07-17T11:03:36.996Z] [INFO] AI workers disabled (default) - all workers run local-only. Enable with `daemon start --headless`, daemon.aiWorkers.enabled=true, or RUFLO_DAEMON_AI_WORKERS=1 (#2661)
[2026-07-17T11:03:37.006Z] [INFO] Scheduled map (interval: 900s, first run in 0s)
[2026-07-17T11:03:37.007Z] [INFO] Scheduled audit (interval: 600s, first run in 120s)
[2026-07-17T11:03:37.008Z] [INFO] Scheduled optimize (interval: 900s, first run in 240s)
[2026-07-17T11:03:37.009Z] [INFO] Scheduled consolidate (interval: 1800s, first run in 360s)
[2026-07-17T11:03:37.010Z] [INFO] Scheduled testgaps (interval: 1200s, first run in 480s)
[2026-07-17T11:03:37.011Z] [INFO] Scheduled backup (interval: 86400s, first run in 600s)
[2026-07-17T11:03:37.012Z] [INFO] Scheduled harness (interval: 21600s, first run in 720s)
[2026-07-17T11:03:37.014Z] [INFO] Lifecycle monitor active (workspace-removal, ttl=43200s)
[2026-07-17T11:03:37.106Z] [INFO] Daemon started (PID: 20424, CPUs: 8, workers: 7, maxCpuLoad: 6.4, minFreeMemoryPercent: 10%)
[2026-07-17T11:03:37.116Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T11:03:37.121Z] [INFO] Worker map completed in 12ms
[2026-07-17T11:05:37.028Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T11:05:37.032Z] [INFO] Worker audit completed in 9ms
[2026-07-17T11:07:37.027Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T11:07:37.031Z] [INFO] Worker optimize completed in 8ms
[2026-07-17T11:09:37.162Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T11:09:37.173Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T11:09:37.178Z] [INFO] Worker consolidate completed in 102ms
[2026-07-17T11:11:37.152Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T11:11:37.157Z] [INFO] Worker testgaps completed in 15ms
[2026-07-17T11:13:37.277Z] [INFO] Worker backup deferred: Memory too low: 7.4% free
[2026-07-17T11:15:37.078Z] [INFO] Worker harness deferred: Memory too low: 9.6% free
[2026-07-17T11:15:37.080Z] [INFO] Worker audit deferred: Memory too low: 9.6% free
[2026-07-17T11:18:37.157Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T11:18:37.162Z] [INFO] Worker map completed in 10ms
[2026-07-17T11:18:37.170Z] [INFO] Starting worker: backup (1/2 concurrent)
[2026-07-17T11:18:37.181Z] [INFO] Worker backup completed in 13ms
[2026-07-17T11:18:37.192Z] [INFO] Starting worker: harness (1/2 concurrent)
[2026-07-17T11:18:37.215Z] [INFO] Starting worker: audit (2/2 concurrent)
[2026-07-17T11:18:37.218Z] [INFO] Worker audit completed in 6ms
[2026-07-17T11:18:37.308Z] [INFO] Worker harness completed in 121ms
[2026-07-17T11:22:37.050Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T11:22:37.054Z] [INFO] Worker optimize completed in 9ms
[2026-07-17T11:25:37.100Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T11:25:37.102Z] [INFO] Worker audit completed in 6ms
[2026-07-17T11:31:37.176Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T11:31:37.178Z] [INFO] Worker testgaps completed in 5ms
[2026-07-17T11:33:37.179Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T11:33:37.182Z] [INFO] Worker map completed in 6ms
[2026-07-17T11:35:37.123Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T11:35:37.132Z] [INFO] Worker audit completed in 17ms
[2026-07-17T11:37:37.085Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T11:37:37.095Z] [INFO] Worker optimize completed in 15ms
[2026-07-17T11:39:37.229Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T11:39:37.232Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T11:39:37.236Z] [INFO] Worker consolidate completed in 13ms
[2026-07-17T11:45:37.175Z] [INFO] Worker audit deferred: Memory too low: 4.4% free
[2026-07-17T11:48:37.216Z] [INFO] Worker map deferred: Memory too low: 7.9% free
[2026-07-17T11:51:37.280Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T11:51:37.347Z] [INFO] Worker testgaps completed in 128ms
[2026-07-17T11:51:37.430Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T11:51:37.436Z] [INFO] Worker audit completed in 69ms
[2026-07-17T11:51:37.445Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T11:51:37.453Z] [INFO] Worker map completed in 11ms
[2026-07-17T11:52:37.223Z] [INFO] Worker optimize deferred: Memory too low: 8.0% free
[2026-07-17T11:55:37.237Z] [INFO] Worker audit deferred: Memory too low: 9.5% free
[2026-07-17T12:03:37.302Z] [INFO] Worker map deferred: Memory too low: 6.8% free
[2026-07-17T12:05:37.355Z] [INFO] Worker audit deferred: Memory too low: 9.6% free
[2026-07-17T12:07:37.452Z] [INFO] Worker optimize deferred: Memory too low: 8.6% free
[2026-07-17T12:09:37.282Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T12:09:37.289Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T12:09:37.293Z] [INFO] Worker consolidate completed in 25ms
[2026-07-17T12:09:37.302Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T12:09:37.307Z] [INFO] Worker optimize completed in 9ms
[2026-07-17T12:09:37.361Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T12:09:37.368Z] [INFO] Starting worker: map (2/2 concurrent)
[2026-07-17T12:09:37.384Z] [INFO] Worker audit completed in 27ms
[2026-07-17T12:09:37.389Z] [INFO] Worker map completed in 24ms
[2026-07-17T12:09:37.397Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T12:09:37.403Z] [INFO] Starting worker: optimize (2/2 concurrent)
[2026-07-17T12:09:37.424Z] [INFO] Worker audit completed in 30ms
[2026-07-17T12:09:37.430Z] [INFO] Worker optimize completed in 30ms
[2026-07-17T12:11:37.666Z] [INFO] Worker testgaps deferred: Memory too low: 6.4% free
[2026-07-17T12:15:37.574Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T12:15:37.578Z] [INFO] Worker audit completed in 72ms
[2026-07-17T12:15:37.600Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T12:15:37.606Z] [INFO] Worker testgaps completed in 10ms
[2026-07-17T12:18:37.327Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T12:18:37.331Z] [INFO] Worker map completed in 9ms
[2026-07-17T12:22:37.490Z] [INFO] Worker optimize deferred: Memory too low: 8.0% free
[2026-07-17T12:25:37.656Z] [INFO] Worker audit deferred: Memory too low: 6.3% free
[2026-07-17T12:31:37.706Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T12:31:37.717Z] [INFO] Worker testgaps completed in 24ms
[2026-07-17T12:31:37.730Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T12:31:37.744Z] [INFO] Worker optimize completed in 20ms
[2026-07-17T12:31:37.754Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T12:31:37.774Z] [INFO] Worker audit completed in 25ms
[2026-07-17T12:33:37.351Z] [INFO] Worker map deferred: Memory too low: 8.6% free
[2026-07-17T12:35:37.671Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-17T12:37:37.532Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T12:37:37.544Z] [INFO] Worker optimize completed in 32ms
[2026-07-17T12:37:37.553Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T12:37:37.559Z] [INFO] Worker map completed in 9ms
[2026-07-17T12:37:37.568Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T12:37:37.571Z] [INFO] Worker audit completed in 7ms
[2026-07-17T12:39:37.328Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-17T12:39:37.334Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-17T12:39:37.337Z] [INFO] Worker consolidate completed in 11ms
[2026-07-17T12:45:37.700Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T12:45:37.702Z] [INFO] Worker audit completed in 5ms
[2026-07-17T12:48:37.395Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T12:48:37.398Z] [INFO] Worker map completed in 8ms
[2026-07-17T12:51:37.753Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-17T12:51:37.757Z] [INFO] Worker testgaps completed in 7ms
[2026-07-17T12:52:37.576Z] [INFO] Worker optimize deferred: Memory too low: 8.2% free
[2026-07-17T12:55:37.716Z] [INFO] Worker audit deferred: Memory too low: 5.1% free
[2026-07-17T13:03:37.417Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-17T13:03:37.424Z] [INFO] Worker map completed in 11ms
[2026-07-17T13:03:37.434Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-17T13:03:37.439Z] [INFO] Worker optimize completed in 9ms
[2026-07-17T13:03:37.449Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-17T13:03:37.452Z] [INFO] Worker audit completed in 7ms
[2026-07-17T13:05:37.733Z] [INFO] Worker audit deferred: Memory too low: 6.9% free
[2026-07-17T13:07:37.598Z] [INFO] Starting worker: optimize (1/2 concurrent)
